,FID,UniqueID,Country,USA_AEZ,Image,Month,Year,jd,long,lat,Crop,Stage,global_aez,State,Information
0,0,1466,USA,7,EO1H0440332012234110KD_SGS_01,8,2012,234,-121.663419,38.534516,corn,Critical,9,California,UniqueID: 1466 | USA AEZ: 7 | Month: 8 | Year: 2012 | jd: 234 | Longitude: -121.663419 | Latitude: 38.534516 | Crop: corn | Crop Stage: Critical | Global AEZ: 9
84,84,2225,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.663617,44.496181,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2225 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.663617 | Latitude: 44.496181 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
85,85,2226,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.689743,44.457848,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2226 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.689743 | Latitude: 44.457848 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
86,86,2227,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.700237,44.446998,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2227 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.700237 | Latitude: 44.446998 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
87,87,2228,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.768694,44.417944,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2228 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.768694 | Latitude: 44.417944 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
88,88,2229,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.763005,44.387907,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2229 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.763005 | Latitude: 44.387907 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
89,89,2230,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.670594,44.621483,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2230 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.670594 | Latitude: 44.621483 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
90,90,2231,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.714923,44.513003,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2231 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.714923 | Latitude: 44.513003 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
91,91,2232,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.73107,44.407325,soybean,Mature_Senesc,10,South Dakota,UniqueID: 2232 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.73107 | Latitude: 44.407325 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 10
92,92,2234,USA,6,EO1H0290292011276110K3_PF2_01,10,2011,276,-96.898039,43.943338,soybean,Mature_Senesc,12,South Dakota,UniqueID: 2234 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 276 | Longitude: -96.898039 | Latitude: 43.943338 | Crop: soybean | Crop Stage: Mature_Senesc | Global AEZ: 12
93,93,2263,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.673111,44.629312,corn,Harvest,10,South Dakota,UniqueID: 2263 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.673111 | Latitude: 44.629312 | Crop: corn | Crop Stage: Harvest | Global AEZ: 10
94,94,2264,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.671112,44.628812,corn,Harvest,10,South Dakota,UniqueID: 2264 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.671112 | Latitude: 44.628812 | Crop: corn | Crop Stage: Harvest | Global AEZ: 10
95,95,2266,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.678536,44.46106,corn,Harvest,10,South Dakota,UniqueID: 2266 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.678536 | Latitude: 44.46106 | Crop: corn | Crop Stage: Harvest | Global AEZ: 10
96,96,2267,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.828057,44.062381,corn,Harvest,12,South Dakota,UniqueID: 2267 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.828057 | Latitude: 44.062381 | Crop: corn | Crop Stage: Harvest | Global AEZ: 12
97,97,2268,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.774029,44.345299,corn,Harvest,12,South Dakota,UniqueID: 2268 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.774029 | Latitude: 44.345299 | Crop: corn | Crop Stage: Harvest | Global AEZ: 12
98,98,2269,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.723632,44.394125,corn,Harvest,10,South Dakota,UniqueID: 2269 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.723632 | Latitude: 44.394125 | Crop: corn | Crop Stage: Harvest | Global AEZ: 10
99,99,2270,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.683871,44.500844,corn,Harvest,10,South Dakota,UniqueID: 2270 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.683871 | Latitude: 44.500844 | Crop: corn | Crop Stage: Harvest | Global AEZ: 10
100,100,2271,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.639085,44.632033,corn,Harvest,10,South Dakota,UniqueID: 2271 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.639085 | Latitude: 44.632033 | Crop: corn | Crop Stage: Harvest | Global AEZ: 10
101,101,2272,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.883594,44.032459,corn,Harvest,12,South Dakota,UniqueID: 2272 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.883594 | Latitude: 44.032459 | Crop: corn | Crop Stage: Harvest | Global AEZ: 12
102,102,2273,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.681249,44.643446,soybean,Harvest,10,South Dakota,UniqueID: 2273 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.681249 | Latitude: 44.643446 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
103,103,2274,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.664902,44.64316,soybean,Harvest,10,South Dakota,UniqueID: 2274 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.664902 | Latitude: 44.64316 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
104,104,2275,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.663617,44.496181,soybean,Harvest,10,South Dakota,UniqueID: 2275 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.663617 | Latitude: 44.496181 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
105,105,2276,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.689743,44.457848,soybean,Harvest,10,South Dakota,UniqueID: 2276 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.689743 | Latitude: 44.457848 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
106,106,2277,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.700237,44.446998,soybean,Harvest,10,South Dakota,UniqueID: 2277 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.700237 | Latitude: 44.446998 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
107,107,2278,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.768694,44.417944,soybean,Harvest,10,South Dakota,UniqueID: 2278 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.768694 | Latitude: 44.417944 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
108,108,2279,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.763005,44.387907,soybean,Harvest,10,South Dakota,UniqueID: 2279 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.763005 | Latitude: 44.387907 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
109,109,2280,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.670594,44.621483,soybean,Harvest,10,South Dakota,UniqueID: 2280 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.670594 | Latitude: 44.621483 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
110,110,2281,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.714923,44.513003,soybean,Harvest,10,South Dakota,UniqueID: 2281 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.714923 | Latitude: 44.513003 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
111,111,2282,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.73107,44.407325,soybean,Harvest,10,South Dakota,UniqueID: 2282 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.73107 | Latitude: 44.407325 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
112,112,2283,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.770007,44.40187,soybean,Harvest,10,South Dakota,UniqueID: 2283 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.770007 | Latitude: 44.40187 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
113,113,2284,USA,6,EO1H0290292011284110K2_SGS_01,10,2011,284,-96.898039,43.943338,soybean,Harvest,12,South Dakota,UniqueID: 2284 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 284 | Longitude: -96.898039 | Latitude: 43.943338 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 12
114,114,2323,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.681249,44.643446,soybean,Harvest,10,South Dakota,UniqueID: 2323 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.681249 | Latitude: 44.643446 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
115,115,2324,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.664902,44.64316,soybean,Harvest,10,South Dakota,UniqueID: 2324 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.664902 | Latitude: 44.64316 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
116,116,2325,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.663617,44.496181,soybean,Harvest,10,South Dakota,UniqueID: 2325 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.663617 | Latitude: 44.496181 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
117,117,2326,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.689743,44.457848,soybean,Harvest,10,South Dakota,UniqueID: 2326 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.689743 | Latitude: 44.457848 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
118,118,2327,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.700237,44.446998,soybean,Harvest,10,South Dakota,UniqueID: 2327 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.700237 | Latitude: 44.446998 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
119,119,2328,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.768694,44.417944,soybean,Harvest,10,South Dakota,UniqueID: 2328 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.768694 | Latitude: 44.417944 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
120,120,2329,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.763005,44.387907,soybean,Harvest,10,South Dakota,UniqueID: 2329 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.763005 | Latitude: 44.387907 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
121,121,2330,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.670594,44.621483,soybean,Harvest,10,South Dakota,UniqueID: 2330 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.670594 | Latitude: 44.621483 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
122,122,2331,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.714923,44.513003,soybean,Harvest,10,South Dakota,UniqueID: 2331 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.714923 | Latitude: 44.513003 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
123,123,2332,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.73107,44.407325,soybean,Harvest,10,South Dakota,UniqueID: 2332 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.73107 | Latitude: 44.407325 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
124,124,2333,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.770007,44.40187,soybean,Harvest,10,South Dakota,UniqueID: 2333 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.770007 | Latitude: 44.40187 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 10
125,125,2334,USA,6,EO1H0290292011289110K3_SGS_01,10,2011,289,-96.898039,43.943338,soybean,Harvest,12,South Dakota,UniqueID: 2334 | USA AEZ: 6 | Month: 10 | Year: 2011 | jd: 289 | Longitude: -96.898039 | Latitude: 43.943338 | Crop: soybean | Crop Stage: Harvest | Global AEZ: 12
126,126,2413,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.673111,44.629312,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2413 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.673111 | Latitude: 44.629312 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
127,127,2414,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.671112,44.628812,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2414 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.671112 | Latitude: 44.628812 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
128,128,2415,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.664902,44.64316,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2415 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.664902 | Latitude: 44.64316 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
129,129,2416,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.663617,44.496181,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2416 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.663617 | Latitude: 44.496181 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
130,130,2417,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.669328,44.471768,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2417 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.669328 | Latitude: 44.471768 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
131,131,2418,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.73443,44.3744,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2418 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.73443 | Latitude: 44.3744 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
132,132,2419,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.683871,44.500844,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2419 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.683871 | Latitude: 44.500844 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
133,133,2420,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.714923,44.513003,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2420 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.714923 | Latitude: 44.513003 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
134,134,2421,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.770007,44.40187,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2421 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.770007 | Latitude: 44.40187 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
135,135,2422,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.732626,44.336233,corn,Emerge_VEarly,12,South Dakota,UniqueID: 2422 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.732626 | Latitude: 44.336233 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 12
136,136,2423,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.827852,44.192038,corn,Emerge_VEarly,12,South Dakota,UniqueID: 2423 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.827852 | Latitude: 44.192038 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 12
137,137,2424,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.898039,43.943338,corn,Emerge_VEarly,12,South Dakota,UniqueID: 2424 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.898039 | Latitude: 43.943338 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 12
138,138,2425,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.699828,44.493199,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2425 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.699828 | Latitude: 44.493199 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
139,139,2426,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.681664,44.451792,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2426 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.681664 | Latitude: 44.451792 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
140,140,2427,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.678536,44.46106,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2427 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.678536 | Latitude: 44.46106 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
141,141,2429,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.700951,44.424369,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2429 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.700951 | Latitude: 44.424369 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
142,142,2430,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.700665,44.421656,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2430 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.700665 | Latitude: 44.421656 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
143,143,2431,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.768694,44.417944,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2431 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.768694 | Latitude: 44.417944 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
144,144,2432,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.763411,44.23049,soybean,Emerge_VEarly,12,South Dakota,UniqueID: 2432 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.763411 | Latitude: 44.23049 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 12
145,145,2433,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.828057,44.062381,soybean,Emerge_VEarly,12,South Dakota,UniqueID: 2433 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.828057 | Latitude: 44.062381 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 12
146,146,2434,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.774029,44.345299,soybean,Emerge_VEarly,12,South Dakota,UniqueID: 2434 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.774029 | Latitude: 44.345299 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 12
147,147,2435,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.723632,44.394125,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2435 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.723632 | Latitude: 44.394125 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
148,148,2436,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.701328,44.442809,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2436 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.701328 | Latitude: 44.442809 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
149,149,2437,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.66988,44.487424,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2437 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.66988 | Latitude: 44.487424 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
150,150,2438,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.691581,44.49392,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2438 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.691581 | Latitude: 44.49392 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
151,151,2439,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.71528,44.580937,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2439 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.71528 | Latitude: 44.580937 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
152,152,2440,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.639085,44.632033,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2440 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.639085 | Latitude: 44.632033 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
153,153,2441,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.670594,44.621483,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2441 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.670594 | Latitude: 44.621483 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
154,154,2442,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.73107,44.407325,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2442 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.73107 | Latitude: 44.407325 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
155,155,2443,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.762824,44.394245,soybean,Emerge_VEarly,10,South Dakota,UniqueID: 2443 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.762824 | Latitude: 44.394245 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
156,156,2446,USA,6,EO1H0290292012137110K6_SGS_01,5,2012,137,-96.883594,44.032459,soybean,Emerge_VEarly,12,South Dakota,UniqueID: 2446 | USA AEZ: 6 | Month: 5 | Year: 2012 | jd: 137 | Longitude: -96.883594 | Latitude: 44.032459 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 12
157,157,2463,USA,6,EO1H0290292012161110K3_SGS_01,6,2012,161,-96.673111,44.629312,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2463 | USA AEZ: 6 | Month: 6 | Year: 2012 | jd: 161 | Longitude: -96.673111 | Latitude: 44.629312 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
158,158,2464,USA,6,EO1H0290292012161110K3_SGS_01,6,2012,161,-96.671112,44.628812,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2464 | USA AEZ: 6 | Month: 6 | Year: 2012 | jd: 161 | Longitude: -96.671112 | Latitude: 44.628812 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
159,159,2465,USA,6,EO1H0290292012161110K3_SGS_01,6,2012,161,-96.664902,44.64316,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2465 | USA AEZ: 6 | Month: 6 | Year: 2012 | jd: 161 | Longitude: -96.664902 | Latitude: 44.64316 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
160,160,2466,USA,6,EO1H0290292012161110K3_SGS_01,6,2012,161,-96.663617,44.496181,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2466 | USA AEZ: 6 | Month: 6 | Year: 2012 | jd: 161 | Longitude: -96.663617 | Latitude: 44.496181 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
161,161,2467,USA,6,EO1H0290292012161110K3_SGS_01,6,2012,161,-96.669328,44.471768,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2467 | USA AEZ: 6 | Month: 6 | Year: 2012 | jd: 161 | Longitude: -96.669328 | Latitude: 44.471768 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
162,162,2468,USA,6,EO1H0290292012161110K3_SGS_01,6,2012,161,-96.73443,44.3744,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2468 | USA AEZ: 6 | Month: 6 | Year: 2012 | jd: 161 | Longitude: -96.73443 | Latitude: 44.3744 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
163,163,2469,USA,6,EO1H0290292012161110K3_SGS_01,6,2012,161,-96.683871,44.500844,corn,Emerge_VEarly,10,South Dakota,UniqueID: 2469 | USA AEZ: 6 | Month: 6 | Year: 2012 | jd: 161 | Longitude: -96.683871 | Latitude: 44.500844 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
